Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.129999,S,1.129999,0.3066099,-0.2355037,0.5261337,-0.06999052,1411.978,120.4957,13.84088,-1.877027,115.5222,139.7945,3.896048,341.412253939772,338.4465,44.90316,356.227447793524,353.8509,36.67862,83.1425,84.08211,194.6698,19.03137
1.139999,S,1.139999,0.3095801,-0.2592852,0.5256715,-0.07832526,1413.289,120.4343,14.09614,-2.140832,115.5091,139.7617,3.892879,341.889098846541,338.8813,45.25064,359.645827305807,357.2397,37.13113,83.10937,84.06604,198.2422,19.40042
1.149999,S,1.149999,0.3125545,-0.2819064,0.5252198,-0.0862916,1414.353,120.3729,14.35409,-2.403419,115.496,139.7304,3.889957,342.300033491566,339.2511,45.58513,363.068277396837,360.6322,37.58698,83.07711,84.04981,201.8486,19.77401
1.159999,S,1.159999,0.3155325,-0.3033201,0.5247774,-0.09387903,1415.202,120.3115,14.61469,-2.66404,115.4829,139.7007,3.887285,342.65321546297,339.5641,45.90695,366.49419001607,364.0278,38.04605,83.04581,84.03344,205.4888,20.15217
1.169999,S,1.169999,0.3185137,-0.3234939,0.524343,-0.1010703,1415.897,120.25,14.87786,-2.921713,115.4698,139.6726,3.884873,342.964844593719,339.8365,46.21729,369.923253752903,367.4262,38.50822,83.0155,84.01694,209.1631,20.53494
1.179999,S,1.179999,0.3214977,-0.3423935,0.5239157,-0.1078531,1416.562,120.1884,15.14356,-3.17556,115.4568,139.6461,3.882725,343.268256678768,340.1015,46.51952,373.355263123272,370.8272,38.97342,82.98622,84.00031,212.8714,20.92235
1.189999,S,1.189999,0.3244843,-0.3599854,0.5234942,-0.1142144,1417.273,120.1269,15.41175,-3.424647,115.4437,139.6214,3.880852,343.583808609755,340.3794,46.81557,376.790409023289,374.231,39.44157,82.95805,83.9836,216.6137,21.31442
1.199999,S,1.199999,0.3274738,-0.3762387,0.5230775,-0.1201417,1417.994,120.0653,15.6824,-3.66801,115.4306,139.5984,3.879258,343.901316287931,340.6602,47.10354,380.228684987451,377.6376,39.91261,82.93104,83.9668,220.39,21.71119
1.209999,S,1.209999,0.3304662,-0.391132,0.5226642,-0.1256233,1418.656,120.0037,15.95551,-3.904667,115.4175,139.5771,3.877945,344.203148212669,340.9265,47.38068,383.669979409036,381.0469,40.38642,82.9052,83.94991,224.2005,22.11269
1.219999,S,1.219999,0.3334613,-0.4046376,0.5222536,-0.1306508,1419.261,119.942,16.23102,-4.133698,115.4045,139.5577,3.876922,344.489110713116,341.1782,47.64644,387.11407996145,384.4587,40.86288,82.88061,83.93299,228.0451,22.51893
1.229999,S,1.229999,0.3364589,-0.4167245,0.5218445,-0.1352138,1420.01,119.8803,16.5089,-4.354103,115.3914,139.5401,3.876192,344.813104307637,341.4689,47.90686,390.561380393938,387.8734,41.34195,82.8573,83.91603,231.9238,22.92996
1.239999,S,1.239999,0.3394594,-0.4273838,0.5214361,-0.1393006,1420.765,119.8186,16.78914,-4.564786,115.3783,139.5243,3.875759,345.138344448727,341.7622,48.15678,394.011869102188,391.291,41.82352,82.8353,83.89905,235.8367,23.34579
1.249999,S,1.249999,0.3424628,-0.4365972,0.5210274,-0.1429075,1421.509,119.7569,17.07171,-4.76488,115.3652,139.5104,3.875629,345.460518380708,342.0539,48.39524,397.465532160964,394.7115,42.30747,82.81465,83.88206,239.7839,23.76644
1.259999,S,1.259999,0.3454691,-0.4443483,0.5206178,-0.1460273,1422.2,119.6951,17.35661,-4.953376,115.3521,139.4984,3.875801,345.767633082781,342.3322,48.62017,400.922256692452,398.1348,42.79367,82.79539,83.86509,243.7652,24.19195
1.269999,S,1.269999,0.3484782,-0.4506305,0.5202066,-0.1486537,1422.798,119.6333,17.64378,-5.129255,115.3391,139.4883,3.876279,346.049616411705,342.5872,48.82978,404.381826381875,401.5607,43.28197,82.77754,83.84816,247.7808,24.62232
1.279999,S,1.279999,0.3514898,-0.4554421,0.5197932,-0.1507839,1423.304,119.5715,17.93318,-5.29159,115.326,139.4801,3.877065,346.306276448423,342.8188,49.02354,407.843925058237,404.9889,43.77221,82.76113,83.83128,251.8307,25.05759
1.289999,S,1.289999,0.3545038,-0.4587778,0.5193773,-0.1524167,1423.758,119.5097,18.22477,-5.439499,115.3129,139.4738,3.87816,346.54842426809,343.0378,49.20242,411.308435496889,408.4193,44.26423,82.74618,83.81446,255.9149,25.49778
1.299999,S,1.299999,0.3575199,-0.4606342,0.5189584,-0.15355,1424.21,119.4478,18.51851,-5.572035,115.2998,139.4695,3.879561,346.789281187549,343.2574,49.36763,414.775342816414,411.8519,44.7579,82.73271,83.79773,260.0334,25.94289
1.309999,S,1.309999,0.3605383,-0.4610238,0.5185364,-0.1541824,1424.696,119.3859,18.81437,-5.688272,115.2868,139.4671,3.881274,347.039046995061,343.4878,49.52001,418.244732228964,415.2868,45.2531,82.72073,83.78111,264.1863,26.39294
1.319999,S,1.319999,0.363559,-0.4599526,0.518111,-0.1543178,1425.222,119.324,19.11237,-5.787466,115.2737,139.4666,3.883292,347.298782904131,343.7301,49.65947,421.716686570307,418.7241,45.74969,82.71025,83.76461,268.3736,26.84795
1.329999,S,1.329999,0.366582,-0.4574397,0.5176822,-0.1539583,1425.772,119.262,19.41249,-5.868788,115.2606,139.468,3.885614,347.564794132148,343.9807,49.78518,425.191289916744,422.1639,46.24754,82.70128,83.74825,272.5952,27.30794
1.339999,S,1.339999,0.3696074,-0.4534955,0.51725,-0.1531104,1426.342,119.2001,19.71474,-5.931572,115.2475,139.4713,3.88824,347.835328080836,344.2379,49.89673,428.668625321942,425.6063,46.74651,82.69381,83.73203,276.8513,27.77291
1.349999,S,1.349999,0.3726354,-0.4481531,0.5168146,-0.1517777,1426.95,119.1381,20.01911,-5.975044,115.2344,139.4764,3.891162,348.115474055248,344.5068,49.99448,432.148775266968,429.0514,47.24646,82.68784,83.716,281.1418,28.24287
1.359999,S,1.359999,0.3756659,-0.4414303,0.5163762,-0.1499717,1427.596,119.0761,20.32562,-5.998734,115.2214,139.4833,3.894378,348.405617315462,344.7878,50.07841,435.631822115376,432.4993,47.74725,82.68336,83.70014,285.4668,28.71784
1.369999,S,1.369999,0.378699,-0.4333589,0.5159352,-0.1476989,1428.239,119.0141,20.63428,-6.001976,115.2083,139.4921,3.897881,348.694231954172,345.0695,50.14686,439.11774655034,435.95,48.24872,82.68037,83.68449,289.8263,29.19782
1.379999,S,1.379999,0.3817348,-0.4239761,0.5154919,-0.1449704,1428.869,118.952,20.94509,-5.984301,115.1952,139.5026,3.901668,348.978781373161,345.3494,50.19942,442.606529596025,439.4035,48.75071,82.67885,83.66908,294.2203,29.68282
1.389999,S,1.389999,0.3847732,-0.4133249,0.515047,-0.1417994,1429.504,118.8899,21.25807,-5.945338,115.1821,139.5148,3.905731,349.264107587822,345.6323,50.23674,446.098153542426,442.8598,49.25308,82.67875,83.65388,298.6489,30.17284
1.399999,S,1.399999,0.3878142,-0.4014418,0.514601,-0.138201,1430.166,118.8278,21.57324,-5.884828,115.169,139.5287,3.910059,349.556365617077,345.9243,50.25964,449.592699853128,446.319,49.75568,82.68007,83.63892,303.1121,30.66788
1.409999,S,1.409999,0.3908579,-0.3883858,0.5141545,-0.1341883,1430.831,118.7656,21.89063,-5.802434,115.156,139.5442,3.914647,349.848706470687,346.2186,50.26727,453.09024758768,449.7812,50.25835,82.68276,83.62424,307.6099,31.16795
1.419999,S,1.419999,0.3939043,-0.3742025,0.5137082,-0.129782,1431.461,118.7035,22.21026,-5.698176,115.1429,139.5613,3.919482,350.131192287112,346.5053,50.25862,456.590579734625,453.2462,50.76094,82.68679,83.60983,312.1424,31.67305
1.429999,S,1.429999,0.3969533,-0.3589503,0.513263,-0.1249981,1432.039,118.6413,22.53216,-5.571918,115.1298,139.5798,3.924555,350.399014520671,346.7796,50.23324,460.093674050673,456.714,51.26327,82.69212,83.59572,316.7095,32.18317
1.439999,S,1.439999,0.4000048,-0.3426875,0.5128196,-0.1198572,1432.573,118.5791,22.85635,-5.423747,115.1167,139.5997,3.929855,350.654334110791,347.0436,50.19165,463.5993128975,460.1844,51.76519,82.69869,83.5819,321.3114,32.69831
1.449999,S,1.449999,0.4030587,-0.3254899,0.5123788,-0.1143798,1433.075,118.5168,23.18284,-5.253794,115.1037,139.621,3.935371,350.900337645908,347.3004,50.13461,467.107476633346,463.6574,52.26654,82.70646,83.56839,325.9479,33.21847
1.459999,S,1.459999,0.4061149,-0.307416,0.5119413,-0.1085923,1433.542,118.4545,23.51167,-5.062511,115.0906,139.6435,3.941085,351.136096554457,347.549,50.06247,470.61804674357,467.1329,52.76717,82.71537,83.55521,330.6193,33.74364
1.469999,S,1.469999,0.4091733,-0.2885453,0.5115081,-0.1025152,1433.976,118.3922,23.84288,-4.850135,115.0775,139.6672,3.946988,351.36268572617,347.7904,49.97574,474.130905116596,470.6108,53.26693,82.72534,83.54236,335.3254,34.27381
1.479999,S,1.479999,0.4122339,-0.2689482,0.5110798,-0.09617592,1434.394,118.3299,24.17649,-4.617285,115.0644,139.692,3.953062,351.584039309027,348.0284,49.87554,477.64603516617,474.0911,53.76569,82.73634,83.52985,340.0663,34.80897
1.489999,S,1.489999,0.4152966,-0.2487096,0.5106574,-0.089599,1434.806,118.2676,24.51254,-4.364502,115.0513,139.7177,3.959291,351.803568748633,348.2663,49.76279,481.163420262248,477.5738,54.26332,82.74826,83.51768,344.842,35.34912
1.499999,S,1.499999,0.4183613,-0.2279113,0.5102413,-0.08281358,1435.206,118.2053,24.85107,-4.092619,115.0383,139.7443,3.965662,352.01897815756,348.5017,49.63795,484.682945415201,481.0588,54.7597,82.76105,83.50588,349.6526,35.89423
1.509999,S,1.509999,0.4214281,-0.2066355,0.5098323,-0.07584774,1435.589,118.1429,25.19212,-3.802491,115.0252,139.7717,3.972155,352.229271149794,348.7335,49.50157,488.204595329547,484.5461,55.25471,82.77462,83.49444,354.498,36.44431
1.519999,S,1.519999,0.4244969,-0.1849762,0.5094311,-0.06872955,1435.952,118.0805,25.53572,-3.495046,115.0121,139.7998,3.978756,352.433764885648,348.9609,49.35432,491.728356553695,488.0357,55.74825,82.78889,83.48336,359.3784,36.99932
1.529999,S,1.529999,0.4275677,-0.1630194,0.5090379,-0.06149101,1436.266,118.0181,25.8819,-3.17149,114.999,139.8283,3.98544,352.624438428377,349.1758,49.19609,495.254116378264,491.5275,56.24021,82.80377,83.47264,364.2937,37.55927
1.539999,S,1.539999,0.4306403,-0.1408564,0.5086534,-0.05416124,1436.482,117.9557,26.2307,-2.832963,114.986,139.8573,3.992193,352.787519115799,349.3644,49.02601,498.781461082447,495.0211,56.73047,82.81918,83.4623,369.2439,38.12412
1.549999,S,1.549999,0.4337145,-0.1185785,0.5082779,-0.04677101,1436.637,117.8933,26.58208,-2.480779,114.9729,139.8866,3.998997,352.933635633754,349.5371,48.84636,502.310279366828,498.5164,57.21893,82.83502,83.45233,374.2291,38.69387
1.559999,S,1.559999,0.4367901,-0.09628218,0.5079116,-0.03935095,1436.853,117.8309,26.93609,-2.116339,114.9598,139.9161,4.005828,353.095991577294,349.7267,48.66225,505.840763761913,502.0136,57.70555,82.85121,83.44273,379.2492,39.26849
1.569999,S,1.569999,0.4398673,-0.07406973,0.5075546,-0.03193331,1437.074,117.7684,27.29276,-1.741217,114.9467,139.9457,4.012672,353.25912597212,349.9177,48.47281,509.373006168563,505.5128,58.19028,82.86764,83.43351,384.3044,39.84797
1.579999,S,1.579999,0.4429462,-0.05202712,0.507207,-0.02455208,1437.28,117.706,27.65212,-1.357177,114.9336,139.9751,4.0195,353.417664342036,350.1046,48.27851,512.90680125494,509.0138,58.67307,82.88422,83.42464,389.3945,40.43229
1.589999,S,1.589999,0.4460266,-0.0302553,0.5068688,-0.01723567,1437.523,117.6435,28.01416,-0.9657773,114.9206,140.0044,4.0263,353.585566515645,350.3011,48.08214,516.442343503244,512.5168,59.15389,82.90084,83.41615,394.5197,41.02142
1.599999,S,1.599999,0.4491086,-0.008851089,0.5065396,-0.01001737,1437.86,117.5811,28.37891,-0.5689387,114.9075,140.0334,4.033048,353.779219515911,350.5233,47.88687,519.979833061505,516.022,59.63276,82.91741,83.408,399.6799,41.61535
1.609999,S,1.609999,0.4521925,0.01209931,0.5062194,-0.002928915,1438.275,117.5186,28.74639,-0.1685948,114.8944,140.0619,4.03972,353.993656338593,350.7661,47.69331,523.51956841967,519.5297,60.10969,82.93384,83.40021,404.8752,42.21407
1.619999,S,1.619999,0.4552785,0.03249734,0.5059078,0.004004203,1438.775,117.4561,29.11662,0.2335838,114.8813,140.0575,4.041123,354.231135498043,351.0316,47.50277,527.061652452899,523.04,60.58472,82.95001,83.39276,410.1056,42.81754
1.629999,S,1.629999,0.4583668,0.05225733,0.5056041,0.01076088,1439.355,117.3936,29.48961,0.6361043,114.8682,140.0304,4.038866,354.490295707804,351.3183,47.31619,530.6063865585,526.5532,61.05788,82.96584,83.38565,415.3711,43.42575
1.639999,S,1.639999,0.4614575,0.07128794,0.505308,0.01731347,1440.024,117.3311,29.86539,1.037013,114.8552,140.0041,4.036747,354.77330287402,351.6282,47.13497,534.15397576462,530.0695,61.52923,82.98123,83.37887,420.6718,44.03868
1.649999,S,1.649999,0.4645508,0.08951003,0.5050188,0.02363094,1440.794,117.2685,30.24397,1.434058,114.8421,139.9788,4.034788,355.084254987249,351.9652,46.9609,537.704726737453,533.5892,61.99884,82.99609,83.37241,426.0077,44.65633
1.659999,S,1.659999,0.467647,0.1068438,0.504736,0.02968625,1441.676,117.2059,30.62533,1.825131,114.829,139.9546,4.033005,355.425518353766,352.3315,46.79544,541.258846484661,537.1125,62.46679,83.01032,83.36623,431.3788,45.27866
1.669999,S,1.669999,0.4707463,0.1232072,0.5044588,0.03545202,1442.728,117.1433,31.00947,2.208008,114.8159,139.9317,4.031415,355.813259954189,352.743,46.64174,544.816847302631,540.6399,62.93321,83.02384,83.36036,436.7852,45.90565
1.679999,S,1.679999,0.4738492,0.1385358,0.5041865,0.04090009,1443.841,117.0806,31.39645,2.580324,114.8029,139.91,4.030037,356.218123812168,353.1704,46.49753,548.378937232986,544.1716,63.39818,83.03656,83.35477,442.2269,46.53731
1.689999,S,1.689999,0.4769558,0.1527675,0.5039183,0.04600815,1444.916,117.0179,31.78625,2.939977,114.7898,139.8897,4.028879,356.612235479211,353.5859,46.36052,551.94502666031,547.7075,63.86178,83.04842,83.34944,447.704,47.17361
1.699999,S,1.699999,0.480066,0.1658375,0.5036536,0.05075458,1445.896,116.9552,32.17878,3.284828,114.7767,139.8709,4.027956,356.980517227425,353.9744,46.23001,555.514826603886,551.2473,64.32408,83.05933,83.34435,453.2165,47.81454
1.709999,S,1.709999,0.4831797,0.1776992,0.5033916,0.05511691,1446.74,116.8923,32.57402,3.612594,114.7636,139.8536,4.027282,357.311126117735,354.324,46.10579,559.087847300111,554.7905,64.78514,83.06922,83.3395,458.7644,48.46009
1.719999,S,1.719999,0.4862962,0.1882996,0.5031316,0.05907875,1447.387,116.8295,32.97186,3.921308,114.7505,139.8379,4.026868,357.587555689005,354.6182,45.98687,562.663698252667,558.3367,65.24501,83.07804,83.33487,464.3477,49.11024
1.729999,S,1.729999,0.4894155,0.1976012,0.5028731,0.06262162,1447.804,116.7666,33.37223,4.208786,114.7375,139.8239,4.026722,357.800570168982,354.8477,45.87328,566.241592073247,561.8851,65.70374,83.08572,83.33044,469.9666,49.76498
1.739999,S,1.739999,0.4925366,0.205573,0.5026154,0.06573225,1448.014,116.7037,33.77498,4.473127,114.7244,139.8117,4.026849,357.956016151141,355.0182,45.76666,569.821040985968,565.4352,66.16141,83.09223,83.32619,475.6209,50.4243
1.749999,S,1.749999,0.4956594,0.2121844,0.5023581,0.0683996,1448.091,116.6408,34.18003,4.712525,114.7113,139.8011,4.027261,358.075039784289,355.1506,45.6704,573.40176042511,568.9867,66.61811,83.0975,83.3221,481.3108,51.0882
1.759999,S,1.759999,0.4987833,0.2174201,0.5021008,0.07061282,1448.098,116.5779,34.58731,4.925136,114.6982,139.7924,4.027962,358.174259953105,355.2613,45.58738,576.983468683284,572.5393,67.07398,83.10151,83.31816,487.0362,51.75666
1.769999,S,1.769999,0.5019084,0.2212705,0.5016634,0.072367,1448.051,116.515,34.98423,5.109484,114.6852,139.7855,4.028954,358.261706866688,355.3582,45.51923,580.566084424132,576.0929,67.52917,83.10423,83.31434,492.7971,52.42968
1.779999,S,1.779999,0.5050344,0.2237363,0.5014104,0.07365716,1447.947,116.4521,35.39605,5.26406,114.6721,139.7805,4.03024,358.32919513613,355.4331,45.46563,584.149330706544,579.6472,67.98383,83.10564,83.31063,498.5936,53.10725
1.789999,S,1.789999,0.5081611,0.2248192,0.5011573,0.07448389,1447.773,116.3892,35.80999,5.38772,114.659,139.7772,4.031817,358.377375521151,355.4866,45.42709,587.73312339285,583.2021,68.4381,83.10572,83.30701,504.4257,53.78936
1.799999,S,1.799999,0.5112884,0.2245323,0.5009041,0.07484753,1447.556,116.3262,36.22607,5.479297,114.6459,139.7758,4.033687,358.413150001866,355.5255,45.4049,591.31718651871,586.7573,68.89215,83.10447,83.30347,510.2932,54.47601
1.809999,S,1.809999,0.5144162,0.2229007,0.5006507,0.07475245,1447.391,116.2634,36.64423,5.537909,114.6328,139.7762,4.035847,358.463145192074,355.5762,45.40256,594.901843290137,590.3131,69.34618,83.10189,83.29997,516.1964,55.1672
1.819999,S,1.819999,0.5175447,0.2199484,0.5003971,0.07420701,1447.384,116.2005,37.0645,5.562982,114.6198,139.7783,4.038292,358.55618666261,355.6673,45.42368,598.487418816352,593.8698,69.80042,83.098,83.2965,522.1351,55.86293
1.829999,S,1.829999,0.5206742,0.2157144,0.5001435,0.07321931,1447.516,116.1376,37.48692,5.553935,114.6067,139.7822,4.041016,358.687555445753,355.7941,45.4678,602.074239164657,597.4277,70.2551,83.09281,83.29305,528.1094,56.56321
1.839999,S,1.839999,0.5238048,0.210241,0.49989,0.07180268,1447.713,116.0747,37.91156,5.510606,114.5936,139.7878,4.044009,358.836203682965,355.9357,45.53239,605.662628522803,600.9871,70.71042,83.08635,83.2896,534.1193,57.26804
1.849999,S,1.849999,0.5269372,0.2035892,0.4996369,0.06997149,1447.986,116.0118,38.33844,5.432935,114.5805,139.795,4.047266,359.006145438525,356.0961,45.61776,609.252712635399,604.5481,71.1666,83.07866,83.28612,540.1647,57.97742
1.859999,S,1.859999,0.5300711,0.1958138,0.4993845,0.06774649,1448.366,115.9489,38.76765,5.321416,114.5675,139.8038,4.050774,359.20529623675,356.2832,45.72446,612.844714597302,608.1109,71.62385,83.06978,83.2826,546.2458,58.69137
1.869999,S,1.869999,0.5332069,0.1869765,0.4991332,0.06514648,1448.784,115.886,39.19924,5.176439,114.5544,139.814,4.054519,359.414691415432,356.4782,45.8499,616.438855625447,611.6757,72.08234,83.05976,83.27903,552.3626,59.4099
1.879999,S,1.879999,0.5363447,0.177156,0.4988835,0.06219243,1449.227,115.8231,39.63322,4.998622,114.5413,139.8257,4.05849,359.631057995255,356.6779,45.99319,620.035160392264,615.2425,72.54227,83.04866,83.27539,558.515,60.13303
1.889999,S,1.889999,0.5394846,0.1664324,0.4986358,0.05891123,1449.718,115.7601,40.06968,4.789134,114.5282,139.8387,4.062671,359.860266385666,356.8882,46.15435,623.633749031206,618.8114,73.00381,83.03655,83.27168,564.7031,60.86076
1.899999,S,1.899999,0.5426267,0.1548865,0.4983906,0.05533003,1450.273,115.6972,40.50866,4.549253,114.5151,139.8528,4.067043,360.107164306575,357.114,46.33315,627.23484281741,622.3826,73.46714,83.0235,83.26786,570.9269,61.59311
1.909999,S,1.909999,0.5457712,0.1426058,0.4981484,0.05147637,1450.886,115.6342,40.95025,4.280375,114.5021,139.8681,4.071591,360.370255978129,357.3539,46.52861,630.838560981997,625.9562,73.93243,83.00957,83.26393,577.1865,62.33011
1.919999,S,1.919999,0.5489181,0.1296946,0.4979097,0.04737992,1451.524,115.5712,41.39449,3.984169,114.489,139.8843,4.076296,360.639867848889,357.5984,46.73862,634.444921661265,629.5322,74.39981,82.99489,83.2599,583.4819,63.07177
1.929999,S,1.929999,0.5520676,0.1162454,0.4976748,0.04307589,1452.107,115.5081,41.84145,3.662875,114.4759,139.9014,4.081139,360.8938914178,357.8257,46.95923,638.053839055851,633.1105,74.8694,82.97951,83.25572,589.813,63.81812
1.939999,S,1.939999,0.5552194,0.1023614,0.4974442,0.03859555,1452.601,115.445,42.29115,3.318518,114.4628,139.9192,4.086096,361.123227521192,358.0269,47.18818,641.664926876106,636.6907,75.34128,82.96353,83.25142,596.1799,64.56917
1.949998,S,1.949998,0.5583733,0.08815098,0.4972184,0.03397356,1452.986,115.382,42.74357,2.953533,114.4497,139.9376,4.091149,361.321577812394,358.1959,47.42341,645.277995417719,640.2726,75.81551,82.94706,83.24697,602.5826,65.32495
1.959998,S,1.959998,0.5615292,0.07371442,0.4969976,0.02924636,1453.432,115.3188,43.19875,2.570641,114.4367,139.9565,4.096273,361.537021025836,358.3806,47.66931,648.893256645435,643.8564,76.29221,82.9302,83.24239,609.0211,66.08549
1.969998,S,1.969998,0.5646871,0.0591628,0.496782,0.02444747,1453.844,115.2557,43.65675,2.172441,114.4236,139.9756,4.101447,361.742391300672,358.5542,47.92122,652.51061729184,647.442,76.77142,82.91305,83.23764,615.4955,66.85081
1.979998,S,1.979998,0.5678471,0.04460362,0.4965719,0.01961399,1454.256,115.1926,44.11756,1.761976,114.4105,139.9949,4.106649,361.947357912051,358.7265,48.17871,656.129986965618,651.0293,77.25321,82.89571,83.23275,622.0059,67.62093
1.989998,S,1.989998,0.5710091,0.03015402,0.4963672,0.01478163,1454.689,115.1294,44.58121,1.342307,114.3974,140.0143,4.111854,362.158067972813,358.9038,48.44098,659.751372631334,654.6183,77.73763,82.87831,83.22769,628.5521,68.39589
